Region,Area,Distribution House,Territory,Point,Route/Section,Cluster Name,Cluster Type,Geo Classification,latitude,longitude,P_Sales,AP_Sales,VFM_Sales,LOWPLUS_SALES,LOW_Sales,TOTAL_Sales,Consumer_Footfall
Chittagong,CTG North,Zawad Enterprise,Rangamati,Rangamati,126B,Polish Hospital,Residential,Urban,22.64382076,92.19410706,0.104898989,0.908304297,0.02875585,0.891294716,0.324277492,2.257531345,15382
Chittagong,CTG North,Zawad Enterprise,Rangamati,Rangamati,126B,Press Club Resarv Bazar,Commercial Hub,Urban,22.64850108,92.19571431,0.738342222,0.080488613,0.933401433,0.954692823,0.394802245,3.101727335,23556
Chittagong,CTG North,Zawad Enterprise,Rangamati,Rangamati,126B,RESERVE MUKH,Residential,Urban,22.64498901,92.19749196,0.034643075,0.073733757,0.994303649,0.972272079,0.473946236,2.548898796,8205
Chittagong,CTG North,Zawad Enterprise,Rangamati,Rangamati,126B,SOUTH KALINDIPUR,Residential,Urban,22.65374823,92.17604514,0.760696963,0.244429749,0.687540822,0.957021211,0.016850698,2.666539443,11250
Chittagong,CTG North,Zawad Enterprise,Rangamati,Rangamati,126B,TRIBEL ADAM,Residential,Urban,22.65009689,92.17726034,0.95553313,0.831080563,0.182224083,0.094168128,0.127369075,2.190374979,3955
Chittagong,CTG North,Zawad Enterprise,Rangamati,Rangamati,126B,UPPER RANGAMATI,Residential,Urban,22.64268907,92.19102097,0.716057969,0.722181436,0.535476092,0.482344204,0.762774488,3.218834189,16814
Chittagong,CTG North,Zawad Enterprise,Rangamati,Rangamati,127A,BARKAL BAZAR,Commercial Hub,Rural,22.72419879,92.37884762,0.36430135,0.622947156,0.067315256,0.623870809,0.109783698,1.788218269,6910
Chittagong,CTG North,Zawad Enterprise,Rangamati,Rangamati,127A,BARKAL BAZAR,Commercial Hub,Urban,22.72356701,92.38145828,0.657908185,0.101537078,0.143145167,0.617345914,0.125546183,1.645482526,5999
Chittagong,CTG North,Zawad Enterprise,Rangamati,Rangamati,127B,JURAICHARI,Residential,Rural,22.67275344,92.372445,0.111093905,0.584828492,0.664724946,0.988200462,0.608814353,2.957662158,24224
Chittagong,CTG North,Zawad Enterprise,Rangamati,Rangamati,127B,Juraichari Launchghat,Transit Hub,Rural,22.66714287,92.38330841,0.851935679,0.563731816,0.787416295,0.386897785,0.154675623,2.744657199,23377
Chittagong,CTG North,Zawad Enterprise,Rangamati,Rangamati,127B,SHELCHARI,Commercial Hub,Urban,22.66383171,92.32303111,0.545344717,0.47939869,0.876576775,0.883162578,0.510904223,3.295386984,18773
Chittagong,CTG North,Zawad Enterprise,Rangamati,Rangamati,127B,Upazilla Bazar,Commercial Hub,Rural,22.66769929,92.38680337,0.653531606,0.969805178,0.586767906,0.574162166,0.084575211,2.868842066,4329
Chittagong,CTG North,Zawad Enterprise,Rangamati,Rangamati,128A,10 No Tila,Residential,Urban,22.7136879,92.26809692,0.939339084,0.942643131,0.013949039,0.103449761,0.551879777,2.551260792,21590
Chittagong,CTG North,Zawad Enterprise,Rangamati,Rangamati,128A,SUVOLONG BAZAR,Commercial Hub,Rural,22.71323803,92.26620156,0.590748327,0.317351255,0.7224636,0.741237484,0.586666359,2.958467025,16580
Chittagong,CTG North,Zawad Enterprise,Rangamati,Rangamati,128A,SUVOLONG BAZAR,Commercial Hub,Urban,22.71315289,92.26564026,0.421139658,0.526735412,0.137154625,0.474406471,0.122099974,1.68153614,7750
Chittagong,CTG North,Zawad Enterprise,Rangamati,Rangamati,128A,SUVOLONG MAZAR GATE,Commercial Hub,Rural,22.71344267,92.2675051,0.291568576,0.097217123,0.199058746,0.291735829,0.989972201,1.869552475,22405
Chittagong,CTG North,Zawad Enterprise,Rangamati,Rangamati,128A,SUVOLONG MAZAR GATE,Commercial Hub,Urban,22.71338654,92.26792145,0.161063211,0.37891053,0.315957488,0.383382241,0.325217827,1.564531298,2133
Chittagong,CTG North,Zawad Enterprise,Rangamati,Rangamati,128A,Suvolong School Gate,Commercial Hub,Urban,22.71554565,92.26786041,0.528239075,0.349453621,0.687472322,0.09318421,0.249514692,1.90786392,5522
Chittagong,CTG North,Zawad Enterprise,Rangamati,Rangamati,128B,Bilaichory Bazar,Commercial Hub,Rural,22.50139672,92.33654749,0.420973468,0.924472031,0.911209027,0.823233103,0.378102921,3.45799055,695
Chittagong,CTG North,Zawad Enterprise,Rangamati,Rangamati,128B,Launch Ghat,Transit Hub,Rural,22.50090866,92.3359314,0.698314586,0.925131643,0.518681564,0.739524069,0.707700063,3.589351925,2311
Chittagong,CTG North,Zawad Enterprise,Rangamati,Rangamati,128B,LUNCH GHAT,Transit Hub,Rural,22.50003624,92.33586121,0.579814736,0.013020238,0.071519173,0.941680574,0.336608746,1.942643467,6440
Chittagong,CTG North,Zawad Enterprise,Rangamati,Rangamati,128B,Shakra Chari,Residential,Rural,22.50108719,92.33642578,0.8182857,0.19562367,0.066049337,0.81795645,0.457756679,2.355671837,2497
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,10D,Banani AIUB-University,University Hub,Urban,23.79359245,90.40462685,0.811662466,0.356535264,0.783947712,0.46735717,0.989225398,3.40872801,8251
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,10D,Banani Aiub-University South,University Hub,Urban,23.79349899,90.40463257,0.356320688,0.712895846,0.720673132,0.72910168,0.717211051,3.236202397,1530
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,10D,Banani Kacha Bazar,Commercial Hub,Urban,23.7931633,90.4078804,0.599823678,0.316447245,0.688484368,0.82585639,0.683879166,3.114490848,13360
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,10D,Banani Kacha Bazar,N/A,Urban,23.79212697,90.40748851,0.241353345,0.788900348,0.211941165,0.416542336,0.786617377,2.445354571,3991
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,10D,"Banani Kacha Bazar ,Road # 10",Commercial Hub,Urban,23.79330762,90.40644836,0.376065571,0.273900229,0.235275375,0.045534546,0.200849403,1.131625124,15129
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,10D,"Banani Kacha Bazar ,Road # 10",N/A,Urban,23.79340267,90.40756226,0.213504522,0.157694056,0.95579031,0.768346224,0.069122031,2.164457142,23725
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,10D,Banani Kacha Bazar Front,Commercial Hub,Urban,23.79318256,90.40770416,0.815368057,0.606594026,0.047931698,0.028381209,0.527850809,2.026125799,8749
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,10D,Banani Kacha Bazar North,Commercial Hub,Urban,23.79286766,90.40755749,0.71944569,0.94693751,0.389766469,0.030884531,0.268422822,2.355457022,12402
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,10D,Banani Road No # 08,Residential,Urban,23.79203192,90.40414429,0.404818008,0.864951891,0.194510412,0.763651424,0.061832793,2.289764529,9171
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,10D,Banani Road No # 10 Route-10,Residential,Urban,23.79225508,90.40651957,0.65909566,0.142317711,0.250985789,0.397101364,0.791643678,2.241144201,16882
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,10D,Banani Road No # 12,Commercial Hub,Urban,23.79216258,90.40818278,0.419345418,0.995081496,0.744793468,0.713358838,0.853295422,3.725874643,15250
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,10D,Banani Road No # 13/A,Residential,Urban,23.7917057,90.40523224,0.655519324,0.9757934,0.047663271,0.482760291,0.299802328,2.461538615,3879
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,10D,Banani Road No # 13/E,N/A,Urban,23.79135704,90.40751648,0.256550949,0.563531352,0.956935322,0.539924357,0.912081372,3.229023352,6445
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,10D,Banani Road No # 13/E,Residential,Urban,23.79117966,90.40715154,0.102793615,0.495780037,0.936170199,0.637741384,0.512156335,2.68464157,5885
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,10D,Banani Road No # 17/A,Residential,Urban,23.79310226,90.40548706,0.339169214,0.602532185,0.702463519,0.506639045,0.397020436,2.547824398,13804
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,10D,Banani Road No # 19/A,University Hub,Urban,23.79286194,90.40942764,0.880983005,0.103420249,0.580467291,0.701408545,0.315105667,2.581384756,21565
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,10D,Banani Super Market,Commercial Hub,Urban,23.79268122,90.40560913,0.681056266,0.221913489,0.463763103,0.75883738,0.105244446,2.230814685,1465
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,10D,Banani Super Market,N/A,Urban,23.7933321,90.40494156,0.524920085,0.032616903,0.746964606,0.769608152,0.56590665,2.640016395,18898
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,10D,Old Nsu Banani,N/A,Urban,23.79367765,90.40450287,0.065496791,0.707393647,0.174325621,0.72922329,0.148884156,1.825323504,22485
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,10D,Old Nsu Banani,University Hub,Urban,23.79278342,90.40488434,0.594893663,0.879847681,0.029898455,0.023683307,0.61993767,2.148260777,15642
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,10D,UAE MARKET BANANI,Commercial Hub,Urban,23.79424286,90.40237427,0.441084358,0.380691604,0.700653591,0.93316031,0.016403066,2.471992929,4032
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,11D,Asiatic office,Commercial Hub,Urban,23.78998647,90.40844836,0.338811462,0.942148503,0.030837593,0.816591033,0.618590743,2.746979333,20231
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,11D,Atroshi Hujurer Bari Banani,Residential,Urban,23.787227,90.40403748,0.671335327,0.390285131,0.481229066,0.795403579,0.518252539,2.856505642,22202
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,11D,Banani 5 no. Gate,Residential,Urban,23.78877449,90.40505981,0.153864453,0.982993008,0.110107939,0.479633049,0.484147388,2.210745837,1875
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,11D,Banani Road No # 03,Residential,Urban,23.7872963,90.40351105,0.220521833,0.242189061,0.072343187,0.17195061,0.60554643,1.312551121,16940
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,11D,Banani Road No # 04,N/A,Urban,23.78723717,90.40289307,0.333077674,0.336942637,0.363378776,0.608195056,0.879602463,2.521196606,6055
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,11D,Banani Road No # 04,Residential,Urban,23.790662,90.40257416,0.241296196,0.678757766,0.683338967,0.21610992,0.593059453,2.412562303,9195
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,11D,Banani Road No # 04 South Side,Residential,Urban,23.79104996,90.40124512,0.907414849,0.885634117,0.151682704,0.944755409,0.591945223,3.481432301,3601
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,11D,Banani Road No # 07,Residential,Urban,23.79000582,90.40378462,0.011937034,0.704886375,0.117431593,0.164607277,0.04151621,1.04037849,3992
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,11D,Banani Road No # 07 South Side,Residential,Urban,23.789464,90.40788269,0.618475678,0.005299258,0.903291209,0.953593247,0.941344718,3.42200411,22396
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,11D,Banani Road No # 08,Residential,Urban,23.79010264,90.40418498,0.561338846,0.128430626,0.792773492,0.678645178,0.708840104,2.870028245,18938
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,11D,Banani Road No # 09,Residential,Urban,23.78999901,90.40496826,0.751425018,0.749812384,0.558535826,0.21028892,0.849979548,3.120041696,6802
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,11D,Banani Road No # 10,N/A,Urban,23.79136372,90.40130615,0.639455892,0.826023462,0.714101392,0.758664306,0.319255799,3.25750085,23792
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,11D,Banani Road No # 10,Residential,Urban,23.78922208,90.4056867,0.991570345,0.309842134,0.437414661,0.957932856,0.673206356,3.369966352,13534
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,11D,Banani Road No # 11,Transit Hub,Urban,23.79063502,90.40423098,0.712703385,0.882896484,0.784148986,0.652824791,0.381451997,3.414025643,24730
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,11D,Korail Godown Bosti,Residential,Urban,23.78569539,90.40329064,0.038904836,0.885698757,0.297321484,0.498040441,0.865375886,2.585341403,22423
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,11D,Korail Godown Bosti Back Side,Residential,Urban,23.78580729,90.40395779,0.373478914,0.268886187,0.51227825,0.118508923,0.558994556,1.83214683,20805
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,11D,Korail Godown Bosti South Side,Residential,Urban,23.78600645,90.40319443,0.86560604,0.339564908,0.518951364,0.362264934,0.250244675,2.336631921,4760
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,12D,Banani Fly Over Route-12,Transit Hub,Urban,23.79383659,90.40058899,0.280257496,0.236417437,0.070225972,0.878110198,0.680976058,2.14598716,502
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,12D,Banani Main Road,Transit Hub,Urban,23.79189491,90.40033722,0.652407843,0.599035614,0.791443817,0.030017955,0.10786212,2.180767349,22805
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,12D,Banani Main Road South Side,Transit Hub,Urban,23.79236364,90.40042686,0.836975637,0.65003392,0.847788614,0.136751821,0.364220176,2.835770166,2283
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,12D,Banani MP Check Post,N/A,Urban,23.79073906,90.40016937,0.90274127,0.314534241,0.723233338,0.26022723,0.069917309,2.270653388,18897
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,12D,Banani MP Check Post,Transit Hub,Urban,23.79066324,90.39994335,0.440123668,0.914764121,0.673089663,0.159480367,0.822242771,3.00970059,8367
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,12D,Banani MP Check Post West,Transit Hub,Urban,23.79064147,90.40008545,0.627872044,0.061365866,0.109488987,0.716895077,0.780581842,2.296203815,8863
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,12D,Banani Rail Station,Transit Hub,Urban,23.79541842,90.40088654,0.659593081,0.987535313,0.339601012,0.088732927,0.488430645,2.563892978,23166
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,12D,Chairman Bari Banani,Transit Hub,Urban,23.78748779,90.39964142,0.796584139,0.839309631,0.24291462,0.401229941,0.163359462,2.443397792,9777
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,12D,Chairman Bari Banani West Side,N/A,Urban,23.7914772,90.40032959,0.317663299,0.917098413,0.205543448,0.265904964,0.198317733,1.904527857,18551
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,12D,Chairman Bari Banani West Side,Transit Hub,Urban,23.78708696,90.39974022,0.543668838,0.430874351,0.747384024,0.441793941,0.223417177,2.387138331,16210
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,12D,Kakoli Bus Stand,Transit Hub,Urban,23.79359131,90.40053101,0.18143393,0.453493871,0.892259389,0.513427366,0.826133042,2.866747598,19035
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,12D,Kakoli Bus Stand East,Transit Hub,Urban,23.79365889,90.40063858,0.015181013,0.679035625,0.919458476,0.519844421,0.202454447,2.335973981,18728
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,12D,Kakoli Rail Gate,Transit Hub,Urban,23.79415703,90.4005443,0.939511797,0.274174988,0.567187426,0.962500917,0.435581156,3.178956284,24698
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,12D,Kakoli Rail Gate Banani,Transit Hub,Urban,23.79215431,90.40028229,0.113703597,0.024809367,0.72904817,0.871562843,0.655250234,2.394374211,15430
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,12D,Mohakhali Aam Toli Park,Transit Hub,Urban,23.78488731,90.39902496,0.374977279,0.085287219,0.344845352,0.424046632,0.068440403,1.297596886,20134
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,13A,Banani Road No # 02,N/A,Urban,23.78541184,90.4004364,0.604931687,0.835621719,0.375749984,0.609201726,0.577914405,3.003419521,11065
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,13A,Banani Road No # 02,Residential,Urban,23.78441072,90.4006319,0.110811389,0.01625366,0.045756873,0.045720724,0.661850763,0.880393407,21441
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,13A,Mohakhali Aam Toli Park,Transit Hub,Urban,23.78112564,90.39909363,0.030534512,0.665241918,0.445018127,0.090663504,0.649177228,1.88063529,22143
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,13A,Mohakhali Aam Toli Rail Gate,N/A,Urban,23.78077126,90.39813232,0.721653774,0.62744891,0.580518315,0.638626831,0.629452248,3.197700079,2586
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,13A,Mohakhali Aam Toli Rail Gate,Transit Hub,Urban,23.78081703,90.3984127,0.80568158,0.869041564,0.098875961,0.775187296,0.79625084,3.345037241,12524
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,13A,Mohakhali Amtoli BATB Gate,Transit Hub,Urban,23.78121185,90.39933014,0.50742604,0.795116528,0.583535833,0.805398199,0.332275716,3.023752317,6979
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,13A,Mohakhali Fly Over,N/A,Urban,23.78185749,90.39870834,0.488771596,0.926543095,0.024235195,0.140360897,0.262291781,1.842202564,18686
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,13A,Mohakhali Fly Over,Transit Hub,Urban,23.77896341,90.39858882,0.138010239,0.230161699,0.002207218,0.886860769,0.297567976,1.5548079,24406
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,13A,Mohakhali Fly Over West Side,Transit Hub,Urban,23.77873955,90.39993286,0.783128474,0.705845329,0.192129171,0.865333081,0.890998313,3.437434369,16650
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,13A,Mohakhali Main Road,Transit Hub,Urban,23.78309345,90.39931107,0.150732825,0.822498565,0.085061515,0.569323905,0.323257072,1.950873883,4852
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,13A,Sattala bazar,N/A,Urban,23.77671814,90.4047699,0.286554856,0.423111717,0.526970376,0.765185987,0.854711214,2.85653415,22548
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,13A,Sattala bazar,Residential,Urban,23.77800496,90.40281338,0.310178769,0.894479249,0.542372956,0.793432433,0.565470262,3.10593367,6840
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,13A,Sattala bazar Road,N/A,Urban,23.77676201,90.40583801,0.957757561,0.038383633,0.093291845,0.258375664,0.772383509,2.120192212,2352
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,13A,Sattala bazar Road,Residential,Urban,23.77730476,90.40415616,0.438851103,0.973274319,0.637483954,0.436350638,0.532446703,3.018406717,3510
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,13B,Mohakhali Poshu Hospital Gate,Residential,Urban,23.77777863,90.40447998,0.124448499,0.481145384,0.507100517,0.615076842,0.445971854,2.173743096,23918
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,13B,Sattala Lal Matiya,Residential,Urban,23.77568269,90.40658855,0.348808862,0.964430204,0.649740655,0.283115493,0.348931803,2.595027017,18416
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,13B,Sattala Lal Matiya,Transit Hub,Urban,23.77654457,90.40597534,0.776762666,0.070295708,0.473738821,0.200632641,0.300230462,1.821660298,642
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,13B,Sattala Lal Matiya East,Residential,Urban,23.77609889,90.4061292,0.452756985,0.423998151,0.290983826,0.070744333,0.370940504,1.6094238,11474
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,13B,Sattola Temo back Side,N/A,Urban,23.77732277,90.40562439,0.350491132,0.846447239,0.799192746,0.435679783,0.746801112,3.178612012,8198
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,13B,Sattola Temo back Side,Residential,Urban,23.77725945,90.40552521,0.475675705,0.005581966,0.233816312,0.898394718,0.850245932,2.463714634,5492
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,13B,Sattola Temo End Side,Residential,Urban,23.77756805,90.40524902,0.453733021,0.337820867,0.686359815,0.507135591,0.83073367,2.815782964,521
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,13B,Sattola Temo More,Residential,Urban,23.77739429,90.4055069,0.600412877,0.721326855,0.449358945,0.35319366,0.856870082,2.981162418,11297
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,13B,Sattola Tola Bazar Road Lalmati,N/A,Urban,23.77519989,90.40724182,0.210988752,0.906311265,0.879446343,0.643086976,0.266148201,2.905981537,20739
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,13B,Sattola Tola Bazar Road Lalmati,Residential,Urban,23.77593708,90.40627575,0.325153992,0.126094068,0.24089248,0.666288498,0.05266558,1.411094618,19088
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,14A,Korail Bel Tola,Residential,Urban,23.7835865,90.40634537,0.015327664,0.548842052,0.852889621,0.898869211,0.997797843,3.313726391,17644
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,14A,Korail Bel Tola East Side,N/A,Urban,23.78249168,90.40581131,0.149254669,0.810781789,0.881582188,0.981211825,0.335657926,3.158488397,19911
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,14A,Korail Bel Tola East Side,Residential,Urban,23.78313828,90.40641785,0.378280809,0.838769813,0.430074089,0.538777551,0.99763839,3.183540653,7606
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,14A,Korail Bel Tola Front,N/A,Urban,23.78379917,90.40510368,0.218216118,0.290319818,0.654992623,0.50525648,0.929561582,2.598346622,15138
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,14A,Korail Bel Tola Front,Residential,Urban,23.78401375,90.40423584,0.908897948,0.246910953,0.718852829,0.548622716,0.240306343,2.66359079,5591
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,14A,Korail Bel Tola South Side,Residential,Urban,23.78363609,90.40616131,0.865796794,0.771301836,0.703125819,0.735723754,0.5893319,3.665280104,7404
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,14A,Korail Jheelper-14A,Residential,Urban,23.78408957,90.40600204,0.25328859,0.183602426,0.217140756,0.854371415,0.007864644,1.516267831,23279
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,14A,Korail T&T Math,Residential,Urban,23.78329976,90.40446218,0.650742547,0.349577382,0.578360397,0.737898312,0.267342611,2.58392125,10260
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,14A,Korail Wall Vanga Route-14,Residential,Urban,23.7831103,90.40688578,0.220877698,0.462223621,0.143143825,0.957619115,0.490880578,2.274744838,18083
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,14A,TB Gate Water Pump,Residential,Urban,23.78036118,90.40780979,0.905630968,0.840047008,0.850548499,0.163567206,0.284419383,3.044213065,17608
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,14A,TB Gate Water Pump East,Residential,Urban,23.77957368,90.40814686,0.082327987,0.607365631,0.925775296,0.874296873,0.894285365,3.384051152,4347
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,14A,Tb Gate Water Pump End Side,N/A,Urban,23.77999497,90.40729523,0.82746773,0.51027959,0.211959636,0.770599856,0.349476711,2.669783523,8013
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,14A,Tb Gate Water Pump End Side,Residential,Urban,23.77971382,90.4076004,0.560128161,0.157784911,0.408960536,0.227542786,0.076733574,1.431149968,9406
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,14A,Wireless Gate Gognabi road,N/A,Urban,23.78110123,90.40654755,0.592298862,0.927993925,0.44303025,0.330065677,0.52234077,2.815729484,5592
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,14A,Wireless Gate Gognabi road,Residential,Urban,23.7816391,90.40764872,0.683430839,0.636185586,0.154855541,0.174768039,0.477800704,2.12704071,13796
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,14A,Wireless Gate Gognabi Road East Side,Residential,Urban,23.78074619,90.40748814,0.339912082,0.395400174,0.843209651,0.489132002,0.902056402,2.969710311,15306
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,14A,Wireless Gate Gognabi road West Side,Residential,Urban,23.7812779,90.40745926,0.078994366,0.909773949,0.752074905,0.318122873,0.276534082,2.335500175,7022
Dhaka,Dhaka Central,"Agrani Trading Corporation, Gulshan",Gulshan,Gulshan,14B,Korail Jamai Bazar Basti,N/A,Urban,23.78625441,90.41129494,0.086912601,0.596561645,0.974538453,0.786867131,0.220944276,2.665824106,3882
